"Inventar-Nr","Status","Hersteller","Modell","Kurzbezeichnung","Objekttyp","Farbe","Seriennummer","Kaufdatum","Einkaufspreis","Gerätefoto","Standort","Bereich","Unterkategorie","Zuständige Person","Vorbesitzer","Zustandshinweis"
"0270","In Verwendung","beyerdynamic","Synexis TS8",,"UHF Transmitter","Schwarz","001928",,,"IMG_5054.jpg",,"[""Medientechnik""]","[""Audio""]",,,
"0293","In Verwendung","ZTE","MF289F",,"LTE Router","Weiß","320216749766","01.06.2022",,"IMG_5300.jpg","Videoregie","[""Medientechnik""]","[""Video""]",,,
"0294","In Verwendung","Panorama Antennas","DMM-7-38-2TS9",,"LTE Router Antenne","Schwarz","23000810720200410",,,"IMG_5309.jpg","Videoregie","[""Medientechnik""]","[""Video""]",,,
"0295","In Verwendung","Yamaha","MG16",,"Audio-Mixer","Schwarz/Blau","EGCI01047","17.06.2022","469,00","IMG_5315.jpg","Ausgeliehen an Tochtergemeinde in GM","[""Medientechnik""]","[""Video""]",,,
"0304","In Verwendung","Magewell","Ultra Encode SDI",,"Streaming Encoder","Grau","A305220105014","25.07.2022","551,11","IMG_7622.jpg","Videoregie","[""Medientechnik""]","[""Video""]",,,
"0305","In Verwendung","Benning","MM 1-2","Multimeter","Messgerät","Rot","27403460","25.07.2022","118,95","IMG_7623.jpg","Werkzeugkoffer JMG","[""Medientechnik""]",,"John Markus Görzen | EF-Köln",,
"0307","In Verwendung","Solid State Logic","SSL 2 (729702X1)","Audio USB-Interface","Audio-Interface","Schwarz","S2-035525-85C0FADE763E","16.11.2022","199,00","IMG_0688.jpg","mobiler Übersetzerplatz","[""Medientechnik""]","[""Audio""]",,,
"0308","In Verwendung","Behringer","Tube Ultragain Mic500USB",,"Vorverstärker","Schwarz","S220400282B4N","16.11.2022","88,00","IMG_0689.jpg","mobiler Übersetzerplatz","[""Medientechnik""]","[""Audio""]",,,
"0309","In Verwendung","Superlux","HMD-660X","Headset","Kopfhörer-Headset","Schwarz","HMD660XBBI 00590","16.11.2022","44,00","IMG_0690.jpg","mobiler Übersetzerplatz","[""Medientechnik""]","[""Audio""]",,,
"0310","In Verwendung","Blackmagic Design","Mini Converter SDI to HDMI 6G","SDI to HDMI Converter","Converter SDI to HDMI","Grau","4718027","15.11.2022","125,00","IMG_0691.jpg",,"[""Medientechnik""]","[""Video""]",,,"wurde gebraucht gekauft"
"0312","In Verwendung","Blackmagic Design","Mini Converter SDI to HDMI","SDI to HDMI Converter","Converter SDI to HDMI","Grau","1308997",,,"IMG_0693.jpg","mobiler Übersetzerplatz","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0313","In Verwendung","i3 Technologies","X-ONE 86",,,"Schwarz","I3TX186HA32054","29.05.2023","4.812,00",,"Konferenzraum","[""Medientechnik""]","[""Video""]","Sascha Siemens | EF-Köln",,
"0315","In Verwendung","Apple","Mac mini 2023 M2 /8C CPU/10C GPU/16GB/256GB/1GbE/DEU - A2686","Mac Mini","Computer","Silber","D72FGY7NJP","16.06.2023","800,00","IMG_3198.jpg","KG Speisesaal FoB","[""Medientechnik""]","[""Video""]","John Markus Görzen | EF-Köln",,
"0316","In Verwendung","Apple","Mac mini 2023 M2 /8C CPU/10C GPU/16GB/256GB/1GbE/DEU - A2686","Mac Mini","Computer","Silber","YJ7H2Q6PWC","16.06.2023","800,00","IMG_3199.jpg","Gemeindesaal","[""Medientechnik""]",,"John Markus Görzen | EF-Köln",,
"0317","In Verwendung","Apple","Apple TV 4K Wi-Fi + Ethernet - A2843",,"Video-Interface","Schwarz","TV9WYQ9JJC","16.06.2023","180,00","IMG_3200.jpg","KG Speisesaal FoB","[""Medientechnik""]","[""Video"",""GFX""]","John Markus Görzen | EF-Köln",,
"0318","In Verwendung","Apple","Apple TV 4K Wi-Fi + Ethernet - A2843",,"Video-Interface","Schwarz","F9M9HKPQ6R","16.06.2023","180,00","IMG_3201.jpg","Teenraum","[""Medientechnik""]","[""Video"",""GFX""]","John Markus Görzen | EF-Köln",,
"0319","In Verwendung","Apple","MacBook Pro 14"" M2 - 10C CPU/16C GPU/16GB/512GB - A2779","MacBook","Computer","Silber","KKWF212PT2","21.06.2023","1.899,00","IMG_3239.jpg","Büro John","[""Medientechnik""]","[""GFX"",""Video""]","John Markus Görzen | EF-Köln",,
"0321","In Verwendung","Decimator Design","MD-HX","Cross Converter SDI/HDMI","Converter Video","Rot","CLD93622","28.06.2023","329,00","IMG_3279.jpg","Gemeindesaal","[""Medientechnik""]","[""Video""]",,,
"0322","In Verwendung","Decimator Design","MD-HX","Cross Converter SDI/HDMI","Converter Video","Rot","CLD93623","28.06.2023","329,00","IMG_3280.jpg","Speisesaal KG FoB","[""Medientechnik""]","[""Video""]",,,
"0323","In Verwendung","Blackmagic Design","UltraStudio Monitor 3G","Ultrastudio Monitor 3G",,"Grau","11094514","28.06.2023","129,00","IMG_3281.jpg","Mobil - Zubehör MBP14""","[""Medientechnik""]","[""Video""]","John Markus Görzen | EF-Köln",,
"0324","In Verwendung","Blackmagic Design","UltraStudio Monitor 3G","UltraStudio Monitor 3G","Video-Interface","Grau","11094618","28.06.2023","129,00","IMG_3282.jpg","UG07 Speisesaal FoB","[""Medientechnik""]","[""Video""]",,,
"0340","In Verwendung","Blackmagic Design","MiniConverter BiDirectional SDI/HDMI 12G","BiDirectional Converter HDMI/SDI","Converter Video","Grau","11647285","22.02.2024","176,05","IMG_6341.JPG","Drumcage","[""Medientechnik""]","[""Video""]",,,
"0344","In Verwendung","bebob","VS2",,"Ladestation","Schwarz","VS2 04107 - 4815","19.02.2024","575,00","IMG_6426.JPG","Videoregie","[""Medientechnik""]","[""Video""]",,,"Einkauf für 575€ inkl. 4x V-Mount Akku"
"0347","In Verwendung","Sennheiser","MKH 416-P48U3","Mikrofon","Mikrofon","Schwarz","239288","06.03.2024","825,28","IMG_6485.JPG","Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0348","In Verwendung","Sennheiser","MKH 416-P48U3","Mikrofon","Mikrofon","Schwarz","239289","06.03.2024","825,28","IMG_6485.JPG","Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0349","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-022FH6-QDC00-3AL-13BB-A02","06.06.2024","320,00","IMG_8375.jpg","2er-Büro im Nebenhaus","[""Büro""]",,"Matthias Achterberg | EF-Koeln",,
"0350","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-022FH6-QDC00-3AL-13EB-A02","06.06.2024","320,00","IMG_8378.jpg","Raum E0/07 (Seelsorge)","[""Büro""]",,"Jakob Görzen | EF-Köln",,
"0351","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-22R-137B-A02","01.01.2022",,"IMG_8374.jpg","2er-Büro im Nebengebäude","[""Büro""]",,"Viktor Kamnev | EF-Köln",,
"0352","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-23J-0RLB-A02","01.01.2022",,"IMG_8383.jpg","Raum E1/02 (Büro 2)","[""Büro""]",,"Jonathan Görzen | EF-Köln",,
"0353","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-261-0UXB-A02","01.01.2022",,"IMG_8385.jpg","Raum E1/02 (Büro 2)","[""Büro""]",,"Johannes Schröder | EF-Köln",,
"0354","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-261-0GKB-A02","01.01.2022",,"IMG_8387.jpg","Raum E1/02 (Büro 2)","[""Büro""]",,"Simeon Redinger | EF-Köln",,
"0355","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-23J-0RKB-A02","01.01.2022",,"IMG_8389.jpg","Raum E1/02 (Büro 2)","[""Büro""]",,"John Markus Görzen | EF-Köln",,
"0356","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-261-0UVB-A02","01.01.2022",,"IMG_8391.jpg","Raum E1/03 (Büro 3)","[""Büro""]",,"Daniel Siemens | EF-Köln",,
"0357","In Verwendung","Dell","S2722QC","Bildschirm","Bildschirm","Weiß","CN-08PR5H-QDC00-22I-1F0B-A02","01.01.2022",,"IMG_8406.jpg","Raum E1/05 (Büro 4)","[""Büro""]",,"André Töws | EF-Köln",,
"0363","In Verwendung","Yamaha","Rio1608-D","RIO 16","Audio-Interface","Schwarz","EAVN01020","10.11.2021","2.000,00","IMG_8537.jpg","Bühne Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,"gebraucht gekauft"
"0364","In Verwendung","Yamaha","Rio1608-D","RIO 16","Audio-Interface","Schwarz","EAVN01006","10.11.2021","2.000,00","IMG_8540.jpg","Drumcage Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,"gebraucht gekauft"
"0365","In Verwendung","Behringer","DI800 Ultra-DI PRO","DI-Box","DI-Box aktiv","Schwarz","S210400106CD1",,,"IMG_8542.jpg","Drumcage Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0375","In Verwendung","Riedel","BL-BPK-1006-19","Bolero Beltpack","Intercom","Schwarz","3300010244683","03.06.2024",,"IMG_8510.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0376","In Verwendung","Riedel","BL-BAT-1015-ST","Bolero Akku","Intercom","Schwarz","3350036230597","03.06.2024",,"IMG_8509.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0377","In Verwendung","Riedel","BL-BPK-1006-19","Bolero Beltpack","Intercom","Schwarz","3300010241361","03.06.2024",,"IMG_8519.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0378","In Verwendung","Riedel","BL-BAT-1015-ST","Bolero Akku","Intercom","Schwarz","3350035234923","03.06.2024",,"IMG_8517.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0379","In Verwendung","Riedel","BL-BPK-1006-19","Bolero Beltpack","Intercom","Schwarz","3300010244621","03.06.2024",,"IMG_8525.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0380","In Verwendung","Riedel","BL-BAT-1015-ST","Bolero Akku","Intercom","Schwarz","3350036230580","03.06.2024",,"IMG_8522.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0381","In Verwendung","Riedel","BL-BPK-1006-19","Bolero Beltpack","Intercom","Schwarz","3300010244799","03.06.2024",,"IMG_8529.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0382","In Verwendung","Riedel","BL-BAT-1015-ST","Bolero Akku","Intercom","Schwarz","3350034237581","03.06.2024",,"IMG_8528.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0383","In Verwendung","Riedel","BL-BPK-1006-19","Bolero Beltpack","Intercom","Schwarz","3300010241316","03.06.2024",,"IMG_8534.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0384","In Verwendung","Riedel","BL-BAT-1015-ST","Bolero Akku","Intercom","Schwarz","3350033239524","03.06.2024",,"IMG_8533.jpg","Video Regie","[""Medientechnik""]","[""Audio"",""Video""]",,,
"0360","In Verwendung","Riedel","BL-ANT-1010-19G","Bolero Antenne","Intercom","Grau","3301121240038","03.06.2024",,"IMG_8499.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0361","In Verwendung","Riedel","NSA-002A",,,"Grau","4371019240456","03.06.2024",,"IMG_8505.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0362","In Verwendung","Riedel","BL-CHG-1005-R",,,"Schwarz","3340007240441","03.06.2024",,"IMG_8512.jpg","Video Regie","[""Medientechnik""]","[""Video"",""Audio""]",,,
"0366","In Verwendung","Sennheiser","AC 41","Antennen-Combiner","IEM System Drahtlos","Schwarz","0230005326","01.03.2021",,"IMG_8548.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0367","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","1111007929","01.03.2021",,"IMG_8551.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0368","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","1111007883","01.03.2021",,"IMG_8554.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0369","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","1111007895","01.03.2021",,"IMG_8557.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0370","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","1111007884","01.03.2021",,"IMG_8560.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0371","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","1111007885","01.03.2021",,"IMG_8565.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0372","In Verwendung","Sennheiser","EW-DX EM 4 Dante","Empfänger","Drahtlos-Mikrofonsystem","Schwarz","5214000400","05.06.2024","2.927,40","IMG_8571.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0373","In Verwendung","Sennheiser","EW-DX EM 4 Dante","Empfänger","Drahtlos-Mikrofonsystem","Schwarz","5224000501","05.06.2024","2.927,40","IMG_8575.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0374","In Verwendung","Sennheiser","EW-DX EM 4 Dante","Empfänger","Drahtlos-Mikrofonsystem","Schwarz","5224000524","05.06.2024","2.927,40","IMG_8580.jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0385","In Verwendung","Sennheiser","L 70 USB",,"Akku Ladegerät","Schwarz","0024 000984","17.06.2024",,"WhatsApp Bild 2024-06-27 um 09.25.37_d2729765.jpg","FOH Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0386","In Verwendung","Sennheiser","L 70 USB",,"Akku Ladegerät","Schwarz","0024 000986","17.06.2024",,"Ladegerät.jpg","FOH Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0387","In Verwendung","Sennheiser","L 70 USB",,"Akku Ladegerät","Schwarz","0024 002203","17.06.2024",,"Ladegerät1.jpg","FOH Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0388","In Verwendung","Sennheiser","L 70 USB",,"Akku Ladegerät","Schwarz","0024 000991","17.06.2024",,"Ladegerät2.jpg","FOH GEmeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0389","In Verwendung","Sennheiser","L 70 USB",,"Akku Ladegerät","Schwarz","0024 001036","17.06.2024",,"Ladegerät3.jpg","FOH Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0390","In Verwendung","Sennheiser","L 70 USB",,"Akku Ladegerät","Schwarz","0024 000992","17.06.2024",,"Ladegerät4.jpg","FOH Gemeindesaal","[""Medientechnik""]","[""Audio""]",,,
"0391","In Verwendung","Sennheiser","AC 41","Antennen-Combiner","IEM System Drahtlos","Schwarz","0034017739","02.07.2024",,"shared image.jpeg","Gemeidesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0392","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","5154022665","02.07.2024",,"shared image (1).jpeg","Gemeidesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0393","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","5204023581","02.07.2024",,"shared image (2).jpeg","Gemeidesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0394","In Verwendung","Sennheiser","EK IEM G4",,"Stereoreceiver","Schwarz","5214036522","02.07.2024",,"shared image (3).jpeg","FOH","[""Medientechnik""]","[""Audio""]",,,
"0395","In Verwendung","Sennheiser","SR IEM G4","IEM Sender","IEM System Drahtlos","Schwarz","5204023596","02.07.2024",,"shared image (4).jpeg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0396","In Verwendung","Sennheiser","EK IEM G4",,"Stereoreceiver","Schwarz","5214036542","02.07.2024",,"shared image (5).jpeg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0399","In Verwendung","Sennheiser",,,,"Schwarz",,,,,"Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0399","In Verwendung","Sennheiser","ADP UHF 470-1075 MHz",,"Drahtlos-Mikrofonsystem","Schwarz",,"02.07.2024",,"shared image (1)1.jpeg","Gemeidesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0398","In Verwendung","Sennheiser","ADP UHF 470-1075 MHz",,"Drahtlos-Mikrofonsystem","Schwarz",,"02.07.2024",,"shared image1.jpeg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0397","In Verwendung","Sennheiser","EW-D ASA (Q-R-S)",,"Drahtlos-Mikrofonsystem","Schwarz",,"02.07.2024",,"shared image (2)1.jpeg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0400","In Verwendung","Netgear","GS305v3",,"Netzwerk-Switch","Schwarz","7EH13C50A1A01","02.07.2024",,"shared image (3)1.jpeg","Gemeindesaal Bühne (IEM Rack)","[""Medientechnik""]","[""Audio""]",,,
"0401","In Verwendung","Netgear","GS305v3",,"Netzwerk-Switch","Schwarz","7EH13C5CA1A0D","02.07.2024",,"shared image (5)1.jpeg","Gemeindesaal Bühne (IEM Rack)","[""Medientechnik""]","[""Audio""]",,,
"0408","In Verwendung","Lilliput","FS5","Fieldmonitor","Fieldmonitor","Schwarz","FS5A559220041",,,"IMG_0733.jpg","Gemeindesaal","[""Medientechnik""]","[""Video""]",,,
"0409","In Verwendung","Lilliput","FS5","Fieldmonitor","Fieldmonitor","Schwarz","FS5A588230049",,,"IMG_0735.jpg","Gemeindesaal","[""Medientechnik""]","[""Video""]",,,
"0410","In Verwendung","Lilliput","FS5","Fieldmonitor","Fieldmonitor","Schwarz","FS5A588230009",,,"IMG_0737.jpg","Gemeindesaal","[""Medientechnik""]","[""Video""]",,,
"0411","In Verwendung","Lilliput","FS7","Fieldmonitor","Fieldmonitor","Schwarz","FS7LA40983004",,,"IMG_0739.jpg","Gemeindesaal","[""Medientechnik""]","[""Video""]",,,
"0416","In Verwendung","beyerdynamic","DT770 PRO 250Ohm","Kopfhörer","Kopfhörer","Schwarz","459046812486","20.09.2024","149,00","IMG_1041.jpg","Studio","[""Medientechnik""]","[""Audio""]",,,
"0417","In Verwendung","Radial","ProDI","DI-Box","DI-Box passiv","Grün","1603501","20.09.2024","149,00","IMG_1042.jpg","E006 Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0418","In Verwendung","Radial","ProDI","DI-Box","DI-Box passiv","Grün","1603728","20.09.2024","149,00","IMG_10421.jpg","E006 Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0419","In Verwendung","Radial","proD2","DI-Box","DI-Box passiv","Grün","1605368","20.09.2024","219,00","IMG_1043.jpg","E006 Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0425","In Verwendung","Elgato","Streamdeck XL","Stream Deck XL","Tastatur","Schwarz","CL16L2A08991",,,"IMG_1761.jpg","Videoregie","[""Medientechnik""]","[""Video""]",,,
"0412","In Verwendung","DPA","4466-OC-R-F34",,"Headset Mikrofon","Beige","S/N C095505",,,"Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0753][1]_[1].jpg","FOH","[""Medientechnik""]","[""Audio""]",,,
"0413","In Verwendung","DPA","4466-OC-R-F34",,"Headset Mikrofon","Beige","S/N C095572",,,"Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0755][1]_[1].jpg","FOH","[""Medientechnik""]","[""Audio""]",,,
"0414","In Verwendung","Yamaha","DM3",,"Audio-Mixer","Schwarz","EGEN01073","06.09.2024","2.046,80","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0776][1]_[2].jpg","Videoregie","[""Medientechnik""]","[""Video""]",,,
"0358","In Verwendung","Decimator Design","MD-HX","Cross Converter SDI/HDMI","Converter Video","Rot","CLE80646",,,"Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_8418][1]_[1].jpg",,"[""Medientechnik""]","[""Video""]",,,
"0359","In Verwendung","Lilliput","FS7","Fieldmonitor","Fieldmonitor","Schwarz","FS7A551710079",,,"Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_8420][1]_[1].jpg",,"[""Medientechnik""]","[""Video""]",,,
"0426","In Verwendung","Manfrotto","244N Variable Friction Arm","MagicArm","Gelenk-Arm","Schwarz","D3281756","18.12.2024","106,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0959][1]_[2].jpg",,"[""Medientechnik""]","[""Video"",""Audio"",""Licht""]",,,
"0427","In Verwendung","Manfrotto","244N Variable Friction Arm","MagicArm","Gelenk-Arm","Schwarz","D3226923","18.12.2024","106,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0960][1]_[2].jpg",,"[""Medientechnik""]","[""Video"",""Audio"",""Licht""]",,,
"0428","In Verwendung","K&M","233BK Tisch-/Bodenstativ","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","38,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0976][1]_[2].jpg","Gemeindesaal Bühne - Atmo-Mikrofon","[""Medientechnik""]","[""Audio""]",,,
"0429","In Verwendung","K&M","233BK Tisch-/Bodenstativ","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","38,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0977][1]_[2].jpg","Gemeindesaal Bühne - Atmo-Mikrofon","[""Medientechnik""]","[""Audio""]",,,
"0430","In Verwendung","K&M","26050 Black Large","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","49,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0978][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0431","In Verwendung","K&M","26050 Black Large","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","49,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0979][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0432","In Verwendung","K&M","26050 Black Large","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","49,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0980][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0433","In Verwendung","K&M","26050 Black Large","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","49,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0981][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0437","In Verwendung","K&M","K&M 25620 Schwenkarm + K&M 201A/2 Stativ","Mikrofonstativ","Mikrofonstativ","Schwarz",,"29.03.2023","37,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0982][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,"Neuen Schwenkarm kombiniert mit vorhandenem Stativ

13.02.2026 Defekt: Gewinde der oberen Feststellschraube defekt
18.02.2026 Schwenkarm ausgetauscht (kostenlose Kulanzlieferung eines K&M 25620 von Thomann innerhalb der Garantie)"
"0434","In Verwendung","K&M","25600 Mikrofonstativ","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","79,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0984][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0435","In Verwendung","K&M","25600 Mikrofonstativ","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","79,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0985][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0436","In Verwendung","K&M","25600 Mikrofonstativ","Mikrofonstativ","Mikrofonstativ","Schwarz",,"27.01.2025","79,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0986][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,"13.02.2026 Defekt: Gewinde der oberen Feststellschraube defekt
19.02.2026 Schwenkarm ausgetauscht (kostenlose Kulanzlieferung eines K&M 25620 von Thomann innerhalb der Garantie)"
"0438","In Verwendung","Cameo","SB 6 Dual DMX Splitter/Booster","DMX Splitter","DMX Splitter","Schwarz","CLSB6D01070824","27.01.2025","159,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0987][1]_[2].jpg","UG10 Lager 2 - 19"" Schrank","[""Medientechnik""]","[""Licht""]",,,
"0439","In Verwendung","Radial","ProDI","DI-Box","DI-Box passiv","Grün","1640071","27.01.2025","149,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0989][1]_[2].jpg","E006 Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0440","In Verwendung","Radial","ProD2","DI-Box","DI-Box passiv","Grün","1642221","27.01.2025","219,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_0990][1]_[2].jpg","E006 Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0441","In Verwendung","Adam Hall","Pro Port 4 T - Power Twist TR1 auf 4-fach Schuko",,"Stromverteiler","Schwarz",,"27.01.2025","55,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_1010][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0442","In Verwendung","Adam Hall","Pro Port 4 T - Power Twist TR1 auf 4-fach Schuko",,"Stromverteiler","Schwarz",,"27.01.2025","55,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_1011][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0443","In Verwendung","Adam Hall","Pro Port 4 T - Power Twist TR1 auf 4-fach Schuko",,"Stromverteiler","Schwarz",,"27.01.2025","55,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_1012][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0444","In Verwendung","Adam Hall","Pro Port 4 T - Power Twist TR1 auf 4-fach Schuko",,"Stromverteiler","Schwarz",,"27.01.2025","55,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_1013][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0445","In Verwendung","Adam Hall","Pro Port 4 T - Power Twist TR1 auf 4-fach Schuko",,"Stromverteiler","Schwarz",,"27.01.2025","55,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_1014][1]_[2].jpg","Gewmeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
"0446","In Verwendung","Adam Hall","Pro Port 4 T - Power Twist TR1 auf 4-fach Schuko",,"Stromverteiler","Schwarz",,"27.01.2025","55,00","Reserved_ImageAttachment_[11]_[DevicePhoto][8]_[IMG_1015][1]_[2].jpg","Gemeindesaal Bühne","[""Medientechnik""]","[""Audio""]",,,
